Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,31,1,23.0,0,1,1,47438.0,124.0,210,0
0,36,1,46.0,1,1,0,33622.0,152.0,281,0
1,30,1,28.0,0,0,1,65264.0,152.0,221,0
0,48,1,29.0,1,1,0,23931.0,29.0,293,1
1,27,1,4.0,1,0,0,27725.0,152.0,230,0
1,21,1,25.0,0,0,1,25733.0,152.0,292,0
1,27,1,35.0,1,0,0,21227.0,152.0,241,0
0,40,1,28.0,1,1,0,2630.0,122.0,66,0
1,25,1,26.0,1,0,0,41934.0,152.0,94,0
1,29,1,3.0,1,0,0,2630.0,152.0,30,0
0,22,1,8.0,1,0,0,56541.0,152.0,94,0
0,44,1,28.0,0,1,1,38817.0,26.0,101,0
1,51,1,28.0,0,1,1,41878.0,122.0,227,1
0,32,1,37.0,0,1,1,2630.0,124.0,77,1
0,41,1,28.0,1,1,0,2630.0,124.0,291,0
1,27,1,50.0,1,0,0,23745.0,152.0,118,0
1,74,1,28.0,1,1,0,32959.0,124.0,133,0
0,29,1,6.0,0,0,1,30613.0,152.0,135,0
1,61,1,3.0,1,1,0,34393.0,124.0,53,0
0,27,1,46.0,1,0,0,28573.0,152.0,117,0
0,25,1,28.0,0,0,0,67688.0,152.0,287,0
0,42,1,14.0,0,1,1,27667.0,12.0,73,1
0,57,1,8.0,0,1,1,36587.0,26.0,278,0
0,37,1,28.0,0,1,1,30423.0,56.0,128,0
1,72,1,11.0,1,1,0,26974.0,124.0,197,0
0,42,1,43.0,0,1,1,28270.0,124.0,23,0
0,44,1,46.0,0,1,1,32526.0,26.0,257,1
1,42,1,8.0,0,1,1,36827.0,26.0,161,0
1,78,1,28.0,0,1,1,30853.0,122.0,116,1
0,40,1,42.0,1,1,0,2630.0,26.0,220,0
0,51,1,28.0,0,1,1,47865.0,26.0,191,0
1,28,1,3.0,1,0,0,18932.0,152.0,157,0
0,25,1,11.0,1,0,0,48118.0,152.0,256,0
0,21,1,45.0,1,0,0,30748.0,160.0,69,0
0,63,1,28.0,1,1,1,44052.0,124.0,276,0
1,45,1,3.0,0,1,1,2630.0,26.0,216,0
0,63,1,28.0,1,1,0,55803.0,122.0,152,0
1,55,1,8.0,0,1,1,25889.0,26.0,183,1
0,49,1,28.0,0,1,1,32946.0,26.0,31,0
1,55,1,35.0,0,2,1,38744.0,10.0,42,0
1,54,1,28.0,1,1,1,40367.0,155.0,237,0
0,63,1,39.0,1,1,0,36807.0,124.0,237,0
1,58,1,28.0,0,2,1,50988.0,26.0,245,0
0,26,1,27.0,0,0,0,25826.0,152.0,67,0
1,30,1,21.0,0,0,0,37235.0,152.0,210,0
1,23,1,6.0,1,0,0,25132.0,152.0,241,0
1,24,1,41.0,1,0,0,26757.0,152.0,283,0
0,62,1,34.0,1,1,0,31333.0,26.0,12,0
1,28,1,41.0,1,0,0,72963.0,152.0,22,0
1,29,1,8.0,1,0,0,25849.0,152.0,48,0
0,31,1,29.0,1,0,0,2630.0,152.0,45,0
1,23,1,50.0,1,0,1,20786.0,152.0,174,0
1,24,1,28.0,1,0,0,41573.0,152.0,74,0
0,45,1,8.0,1,1,0,32121.0,124.0,173,0
1,23,1,46.0,1,0,0,39519.0,152.0,106,0
0,38,1,30.0,1,1,0,24828.0,152.0,246,0
0,32,1,43.0,1,1,0,32597.0,124.0,181,0
0,22,1,21.0,1,0,0,28739.0,152.0,182,0
0,23,1,29.0,0,0,1,40618.0,152.0,97,0
1,37,1,28.0,0,1,1,43766.0,124.0,85,0
1,29,1,30.0,1,0,0,29042.0,152.0,263,0
0,54,1,7.0,1,1,1,72963.0,26.0,60,0
0,30,1,39.0,1,0,0,32450.0,152.0,206,0
1,24,1,8.0,1,0,0,41888.0,152.0,49,0
0,22,1,28.0,0,0,1,44444.0,122.0,205,0
1,46,1,28.0,0,1,1,57248.0,124.0,124,0
1,45,1,19.0,0,2,1,31595.0,26.0,109,1
1,21,1,3.0,0,1,1,28702.0,124.0,268,0
0,24,1,15.0,1,0,0,42228.0,151.0,232,0
1,59,1,28.0,0,1,0,38349.0,26.0,243,0
1,33,1,47.0,0,0,0,28595.0,152.0,28,0
0,45,1,28.0,1,1,0,28294.0,124.0,284,0
1,29,1,15.0,0,0,0,26975.0,152.0,290,0
1,65,1,28.0,0,1,1,61380.0,26.0,22,1
0,25,1,47.0,0,0,0,31456.0,152.0,244,0
0,29,1,28.0,0,0,1,22725.0,160.0,174,0
0,22,1,37.0,1,0,0,33557.0,152.0,223,0
1,57,1,8.0,0,1,1,34078.0,26.0,272,0
0,46,1,32.0,0,1,1,2630.0,124.0,113,0
0,46,1,28.0,0,1,1,40995.0,124.0,243,0
0,76,1,28.0,1,1,0,72963.0,59.0,184,0
1,30,1,16.0,1,0,0,21914.0,152.0,121,0
0,39,1,13.0,0,1,1,2630.0,124.0,110,1
1,22,1,27.0,0,0,1,2630.0,160.0,224,0
0,26,1,46.0,1,0,0,34849.0,152.0,135,0
1,26,1,41.0,1,0,0,31902.0,152.0,248,0
1,23,1,16.0,1,0,0,29166.0,152.0,81,0
0,27,1,41.0,1,0,0,43434.0,152.0,100,0
1,26,1,41.0,1,0,0,25325.0,152.0,44,0
1,28,1,35.0,1,0,0,29849.0,152.0,136,0
0,40,1,26.0,0,1,1,2630.0,156.0,248,1
1,23,1,36.0,1,0,0,26800.0,152.0,20,0
1,71,1,3.0,0,2,1,36480.0,3.0,176,0
1,24,1,46.0,1,0,0,29144.0,152.0,11,0
0,26,1,36.0,1,0,0,43475.0,152.0,270,0
0,33,1,46.0,1,0,0,32560.0,152.0,282,0
0,78,1,28.0,1,1,0,72963.0,124.0,31,0
0,24,1,8.0,1,0,0,40637.0,152.0,211,0
0,29,1,28.0,1,0,0,39836.0,152.0,51,0
0,23,1,30.0,0,0,0,25462.0,152.0,57,0
0,40,1,28.0,0,2,1,37516.0,124.0,295,1
0,66,1,46.0,1,1,0,2630.0,26.0,255,0
1,48,1,28.0,0,1,0,29082.0,124.0,268,1
0,48,1,28.0,0,1,1,37266.0,26.0,203,0
1,32,1,8.0,1,0,0,29423.0,152.0,194,0
1,25,1,37.0,0,0,0,32529.0,152.0,271,0
0,33,1,45.0,0,0,1,27032.0,26.0,125,0
0,40,1,41.0,0,1,1,57259.0,12.0,229,1
0,24,1,30.0,0,0,1,29587.0,160.0,268,0
1,70,1,28.0,1,1,0,2630.0,26.0,274,0
1,21,1,33.0,1,0,0,26772.0,152.0,25,0
0,30,1,28.0,1,0,0,22403.0,152.0,119,0
1,44,1,37.0,0,1,1,24850.0,128.0,185,1
0,27,1,36.0,1,0,0,33267.0,152.0,224,0
1,50,1,41.0,0,2,1,27302.0,26.0,169,0
1,20,1,3.0,0,0,1,2630.0,160.0,164,0
0,28,1,41.0,1,1,1,51428.0,26.0,225,0
0,22,1,27.0,0,0,1,28486.0,152.0,173,0
1,23,1,15.0,0,0,1,37226.0,152.0,211,1
0,23,1,28.0,0,0,0,48214.0,152.0,83,0
0,23,1,45.0,1,0,0,25870.0,152.0,217,0
1,26,1,16.0,0,0,0,24050.0,152.0,70,0
0,31,1,29.0,1,0,0,2630.0,156.0,290,0
0,29,1,8.0,1,0,0,40068.0,152.0,259,0
0,21,1,11.0,0,0,1,2630.0,154.0,97,0
1,26,1,41.0,1,0,0,34223.0,152.0,218,0
1,32,1,49.0,0,0,1,25761.0,152.0,42,0
0,32,1,28.0,1,0,0,42361.0,152.0,255,0
1,78,1,41.0,1,1,0,32248.0,26.0,210,0
1,56,1,28.0,0,1,1,43886.0,26.0,208,0
1,21,1,41.0,0,0,1,29281.0,152.0,71,0
0,58,1,28.0,0,1,1,36802.0,26.0,172,0
1,47,1,46.0,1,1,0,20633.0,11.0,77,0
0,43,1,2.0,1,1,0,36611.0,26.0,161,0
1,21,1,36.0,1,0,0,30750.0,152.0,234,0
1,26,1,8.0,1,0,0,2630.0,152.0,253,0
1,29,1,36.0,0,1,0,25394.0,154.0,61,0
0,43,1,28.0,0,1,1,44486.0,23.0,142,1
0,26,1,47.0,1,0,0,37890.0,152.0,261,0
0,53,1,28.0,1,1,0,58265.0,26.0,205,0
0,79,1,28.0,1,1,0,34413.0,61.0,58,0
1,49,1,35.0,1,1,0,2630.0,31.0,292,0
1,57,1,21.0,0,1,1,29422.0,152.0,40,0
1,72,1,8.0,0,1,1,2630.0,124.0,134,0
0,27,1,46.0,1,0,0,2630.0,152.0,47,0
1,21,1,8.0,1,0,0,36155.0,160.0,250,0
0,21,1,46.0,1,0,1,23932.0,160.0,14,0
0,26,1,11.0,1,0,0,34144.0,152.0,102,0
0,45,1,28.0,0,1,1,2630.0,26.0,136,1
0,55,1,28.0,0,1,1,72963.0,122.0,160,0
0,61,1,28.0,0,2,1,42366.0,122.0,185,0
1,60,1,4.0,1,1,0,22682.0,152.0,242,0
0,42,1,50.0,0,1,1,35777.0,26.0,215,1
0,51,1,28.0,0,2,1,2630.0,124.0,32,0
1,26,1,4.0,0,0,1,33589.0,152.0,30,0
1,35,1,50.0,0,1,0,28176.0,8.0,56,0
0,28,1,28.0,1,0,0,46015.0,152.0,250,0
1,61,1,28.0,0,1,1,38045.0,26.0,27,1
0,26,1,41.0,0,0,1,30164.0,124.0,235,0
0,46,1,28.0,0,1,1,22332.0,26.0,65,0
0,21,1,27.0,0,0,1,50287.0,152.0,268,0
1,54,1,17.0,1,1,0,2630.0,152.0,168,0
1,41,1,8.0,1,1,0,25424.0,157.0,76,0
1,69,1,28.0,1,1,0,27874.0,60.0,12,0
0,22,1,25.0,1,0,0,23972.0,152.0,74,0
1,28,1,30.0,1,0,0,30215.0,152.0,145,0
1,63,1,8.0,0,1,1,30325.0,26.0,245,1
0,20,1,11.0,1,0,0,29628.0,160.0,44,0
1,64,1,28.0,1,1,0,44126.0,26.0,188,0
1,50,1,47.0,0,1,1,31906.0,153.0,274,0
0,44,1,30.0,1,1,0,30419.0,124.0,204,0
1,48,1,28.0,0,1,1,22047.0,124.0,91,0
1,22,1,30.0,1,0,0,32850.0,152.0,162,0
1,24,1,28.0,1,0,0,49509.0,152.0,239,0
0,23,1,30.0,0,0,1,30203.0,152.0,34,0
0,24,1,2.0,1,0,0,25733.0,152.0,14,0
1,27,1,30.0,1,0,0,2630.0,152.0,175,0
0,26,1,29.0,1,0,0,26237.0,152.0,160,0
1,40,1,28.0,0,1,1,40832.0,124.0,73,1
0,69,1,46.0,1,1,0,35578.0,26.0,215,0
1,51,1,50.0,1,1,0,2630.0,156.0,130,0
1,27,1,29.0,0,0,1,2630.0,163.0,112,0
0,69,1,8.0,1,1,1,38630.0,124.0,221,0
1,46,1,28.0,0,1,0,2630.0,156.0,126,0
0,55,1,28.0,0,1,0,41315.0,26.0,78,0
0,72,1,30.0,1,1,0,23274.0,152.0,238,0
0,67,1,34.0,0,1,1,34901.0,152.0,213,0
1,21,1,17.0,1,0,0,33255.0,160.0,69,0
0,59,1,8.0,0,1,1,32905.0,124.0,134,0
0,26,1,35.0,1,0,0,46086.0,152.0,259,0
0,63,1,28.0,1,1,0,31802.0,61.0,77,0
0,43,1,28.0,1,1,0,42116.0,124.0,152,0
1,52,1,28.0,1,1,0,2630.0,23.0,291,0
1,24,1,3.0,1,0,0,29497.0,152.0,200,0
0,24,1,6.0,1,0,0,23196.0,152.0,13,0
1,39,1,39.0,0,2,1,37115.0,124.0,16,0
1,26,1,41.0,1,0,0,23971.0,152.0,35,0
0,68,1,41.0,1,1,0,33592.0,26.0,118,0
0,24,1,17.0,1,0,0,54459.0,152.0,167,0
0,20,1,26.0,0,0,1,29156.0,160.0,221,0
0,28,1,6.0,0,0,1,26738.0,152.0,47,0
1,22,1,39.0,1,0,0,2630.0,152.0,80,0
0,43,1,8.0,0,1,0,24039.0,26.0,230,0
0,36,1,9.0,1,1,0,41410.0,152.0,174,0
1,52,1,28.0,1,1,0,44470.0,29.0,216,0
1,50,1,28.0,0,1,1,2630.0,122.0,215,1
0,46,1,29.0,0,1,1,56708.0,135.0,195,0
1,50,1,11.0,0,1,1,30504.0,154.0,68,0
0,24,1,33.0,1,0,0,35575.0,152.0,28,0
0,52,1,21.0,0,1,1,33689.0,124.0,246,0
1,27,1,28.0,1,0,0,45936.0,152.0,264,0
1,23,1,15.0,0,0,0,34064.0,152.0,214,1
1,41,1,19.0,0,1,0,34322.0,124.0,19,0
0,21,1,25.0,0,0,1,35034.0,160.0,58,0
1,72,1,28.0,0,1,1,33258.0,26.0,165,0
0,59,1,43.0,0,1,1,41355.0,26.0,95,0
1,48,1,8.0,0,1,1,41394.0,122.0,94,0
0,59,1,28.0,1,1,0,54922.0,125.0,211,0
0,24,1,15.0,1,0,0,29197.0,26.0,245,0
0,25,1,21.0,1,0,0,29086.0,152.0,238,0
0,34,1,14.0,0,1,1,28484.0,124.0,73,0
0,71,1,12.0,0,1,1,2630.0,119.0,267,0
0,59,1,28.0,1,1,0,35791.0,26.0,177,0
0,30,1,8.0,1,0,0,37369.0,152.0,185,0
1,57,1,48.0,1,1,0,2630.0,26.0,179,0
1,74,1,28.0,1,1,0,57424.0,26.0,112,0
0,21,1,46.0,1,0,0,41289.0,152.0,153,0
0,41,1,34.0,0,1,1,32814.0,26.0,22,0
0,59,1,15.0,0,1,1,2630.0,87.0,239,0
0,62,1,9.0,0,1,1,33016.0,124.0,291,0
0,22,1,6.0,1,0,0,38375.0,152.0,27,0
1,72,1,28.0,0,1,1,44787.0,26.0,43,1
1,30,1,45.0,1,0,0,24494.0,152.0,168,0
1,45,1,28.0,1,1,0,26902.0,122.0,263,0
1,50,1,28.0,0,1,1,49073.0,26.0,287,1
1,20,1,8.0,1,0,1,2630.0,160.0,72,0
0,65,1,28.0,0,1,1,49211.0,124.0,176,0
1,59,1,28.0,0,1,1,40822.0,26.0,21,0
0,28,1,35.0,1,0,0,2630.0,152.0,248,0
0,71,1,6.0,0,2,1,34074.0,31.0,45,0
1,65,1,48.0,1,1,0,2630.0,124.0,116,0
1,20,1,9.0,0,0,1,47423.0,160.0,226,0
1,24,1,28.0,1,0,0,36568.0,152.0,108,0
1,25,1,18.0,0,0,1,26159.0,152.0,93,0
1,68,1,28.0,0,2,1,43790.0,26.0,166,0
0,50,1,28.0,0,1,1,37482.0,26.0,154,1
0,33,1,28.0,0,2,1,26994.0,124.0,181,1
1,48,1,14.0,0,1,1,28364.0,124.0,82,1
1,44,1,28.0,0,1,1,33539.0,26.0,48,0
1,27,1,10.0,1,0,0,35200.0,152.0,251,0
0,26,1,28.0,0,0,1,37043.0,152.0,10,0
1,37,1,28.0,0,1,1,64444.0,55.0,180,0
1,21,1,24.0,1,0,0,53218.0,152.0,220,0
0,58,1,29.0,0,1,1,49079.0,26.0,129,0
1,59,1,28.0,0,1,1,37057.0,26.0,122,0
0,20,1,46.0,1,0,0,30299.0,160.0,54,0
0,29,1,28.0,1,0,0,48569.0,152.0,118,0
1,29,1,23.0,0,0,1,2630.0,163.0,74,0
1,29,1,10.0,1,0,0,34285.0,152.0,15,0
1,23,1,8.0,1,0,0,37435.0,26.0,100,0
0,58,1,29.0,0,1,1,2630.0,156.0,53,0
1,24,1,21.0,1,0,0,28053.0,152.0,249,0
1,29,1,6.0,1,0,0,17220.0,152.0,299,0
0,51,1,28.0,0,2,1,25086.0,124.0,167,0
1,28,1,12.0,1,0,0,25297.0,152.0,178,0
0,68,1,28.0,0,1,1,46531.0,122.0,111,0
0,34,1,8.0,0,1,1,26779.0,160.0,294,0
1,30,1,28.0,0,0,1,53083.0,124.0,87,1
1,48,1,8.0,1,1,1,40901.0,26.0,184,0
0,59,1,35.0,0,2,1,36460.0,26.0,111,1
1,23,1,11.0,0,0,1,31884.0,152.0,284,0
0,76,1,46.0,0,1,1,45529.0,26.0,141,0
0,33,1,48.0,0,0,1,2630.0,15.0,243,0
0,53,1,28.0,1,1,0,71554.0,124.0,170,0
0,29,1,11.0,0,0,1,26598.0,124.0,251,1
1,24,1,41.0,1,0,0,24681.0,152.0,86,0
1,24,1,33.0,1,1,1,31972.0,26.0,77,0
0,49,1,50.0,0,1,1,44572.0,26.0,65,0
1,67,1,48.0,0,2,1,2630.0,15.0,89,0
1,27,1,11.0,1,0,0,53322.0,152.0,239,0
1,24,1,27.0,1,0,0,26475.0,151.0,208,0
1,28,1,35.0,0,1,1,23928.0,154.0,137,1
1,24,1,8.0,1,0,0,57946.0,152.0,130,0
0,54,1,28.0,0,1,1,2630.0,24.0,79,0
1,22,1,11.0,1,0,0,32593.0,160.0,190,0
1,39,1,10.0,1,1,0,26365.0,30.0,52,0
0,40,1,11.0,0,1,1,35791.0,124.0,24,1
1,55,1,9.0,0,1,1,37782.0,152.0,160,0
0,27,1,9.0,0,0,1,29180.0,152.0,228,0
1,41,1,28.0,0,2,1,56046.0,26.0,127,0
0,69,1,36.0,0,1,1,39756.0,26.0,241,0
1,21,1,28.0,0,1,1,2630.0,157.0,91,0
1,24,1,22.0,0,0,0,30236.0,152.0,83,0
1,43,1,8.0,0,1,0,58757.0,124.0,205,0
0,54,1,28.0,0,1,1,30658.0,124.0,156,1
0,57,1,41.0,0,1,0,2630.0,152.0,218,0
0,27,1,8.0,0,0,1,38248.0,124.0,283,0
1,41,1,6.0,0,1,1,22997.0,155.0,139,0
1,28,1,47.0,0,0,1,49660.0,152.0,254,0
0,34,1,11.0,0,1,0,2630.0,26.0,267,0
0,24,1,41.0,1,0,0,24015.0,152.0,109,0
0,73,1,15.0,1,1,0,32515.0,26.0,276,0
1,54,1,18.0,0,1,1,2630.0,154.0,12,1
0,57,1,15.0,0,1,1,39940.0,124.0,95,0
1,21,1,12.0,0,0,0,40147.0,160.0,152,0
1,41,1,14.0,0,1,1,2630.0,156.0,33,0
1,71,1,6.0,0,1,1,23605.0,154.0,73,1
0,62,1,8.0,0,1,1,40257.0,26.0,183,0
1,27,1,37.0,1,0,1,21273.0,26.0,13,0
1,45,1,28.0,1,1,0,56002.0,26.0,64,0
1,35,1,25.0,0,1,0,25449.0,152.0,184,0
0,43,1,0.0,0,1,1,2630.0,122.0,284,0
1,27,1,29.0,1,0,0,27643.0,152.0,228,0
1,26,1,37.0,1,0,0,18888.0,152.0,196,0
1,24,1,24.0,1,0,0,25510.0,152.0,266,0
1,61,1,28.0,0,1,1,38285.0,26.0,129,0
1,64,1,8.0,0,1,0,45932.0,19.0,163,0
0,24,1,30.0,0,0,1,2630.0,152.0,71,0
0,44,1,28.0,0,2,1,34444.0,124.0,289,0
1,24,1,36.0,1,0,0,72963.0,152.0,197,0
0,70,1,11.0,1,1,0,34303.0,124.0,287,0
0,66,1,28.0,0,1,0,26123.0,124.0,176,0
0,25,1,41.0,1,0,0,2630.0,152.0,61,0
0,71,1,28.0,1,1,0,37040.0,29.0,94,0
1,45,1,28.0,1,1,0,39205.0,124.0,34,0
0,27,1,28.0,1,0,0,34426.0,152.0,296,0
1,37,1,28.0,0,1,1,38539.0,154.0,118,1
0,64,1,33.0,1,1,0,29998.0,16.0,169,0
0,21,1,22.0,0,0,1,40831.0,152.0,260,0
0,55,1,44.0,1,1,1,29625.0,26.0,15,0
0,55,1,46.0,0,1,1,28050.0,124.0,257,0
0,25,1,18.0,0,0,1,26091.0,152.0,16,0
1,44,1,28.0,0,1,1,35341.0,122.0,149,0
0,24,1,18.0,1,0,0,26441.0,152.0,52,0
1,24,1,27.0,0,0,1,36042.0,152.0,77,0
0,47,1,28.0,0,1,1,39793.0,26.0,81,0
1,23,1,29.0,1,0,0,30257.0,152.0,145,0
1,26,1,28.0,1,0,0,27730.0,152.0,29,0
1,39,1,28.0,0,1,1,43854.0,124.0,117,1
0,25,1,28.0,0,0,0,30584.0,152.0,72,0
0,63,1,50.0,0,2,1,33494.0,26.0,283,0
0,52,1,50.0,0,1,1,34286.0,26.0,106,0
0,37,1,37.0,0,1,1,2630.0,163.0,222,1
1,27,1,30.0,1,0,0,24942.0,152.0,247,0
1,26,1,28.0,1,0,0,36380.0,152.0,31,0
0,25,1,36.0,1,0,0,27565.0,152.0,212,0
1,44,1,28.0,0,1,1,33822.0,26.0,28,0
0,26,1,28.0,1,0,0,37278.0,152.0,127,0
0,23,1,17.0,1,0,0,28703.0,152.0,234,0
0,31,1,35.0,0,0,1,28000.0,152.0,76,1
0,51,1,28.0,0,1,1,25406.0,26.0,145,0
0,43,1,47.0,1,1,0,35638.0,16.0,56,0
1,25,1,39.0,1,0,0,42259.0,152.0,212,0
1,25,1,14.0,1,0,0,32708.0,152.0,21,0
1,37,1,31.0,1,1,0,2630.0,26.0,218,0
1,79,1,8.0,0,1,1,52408.0,124.0,201,0
0,27,1,12.0,1,0,0,32582.0,152.0,183,0
0,28,1,7.0,0,0,1,2630.0,156.0,289,0
1,25,1,0.0,0,0,1,2630.0,152.0,30,0
0,44,1,28.0,1,1,0,40774.0,4.0,10,0
0,80,1,20.0,1,1,0,2630.0,124.0,46,0
0,42,1,28.0,1,1,0,36111.0,24.0,152,0
0,60,1,35.0,0,1,1,23105.0,124.0,287,1
1,22,1,23.0,0,0,0,20389.0,152.0,264,0
0,27,1,50.0,1,0,0,31851.0,152.0,252,0
1,23,1,36.0,0,0,1,37260.0,152.0,116,0
0,47,1,8.0,0,1,1,39605.0,124.0,94,0
1,35,1,43.0,0,1,1,2630.0,156.0,284,0
1,64,1,28.0,1,1,0,46744.0,55.0,171,0
1,32,1,35.0,1,0,0,29004.0,152.0,151,0
1,41,1,28.0,0,1,1,26780.0,26.0,235,0
0,47,1,17.0,1,1,1,2630.0,152.0,117,0
0,47,1,28.0,1,1,1,2630.0,156.0,242,0
1,36,1,7.0,1,1,0,33347.0,154.0,89,0
0,60,1,48.0,0,1,1,2630.0,124.0,93,0
0,41,1,33.0,0,1,1,27960.0,124.0,59,0
0,23,1,45.0,0,0,1,38971.0,152.0,183,0
0,42,1,37.0,0,1,1,2630.0,156.0,23,0
1,50,1,11.0,0,1,0,29792.0,124.0,200,1
1,20,1,15.0,0,0,1,22991.0,160.0,34,0
1,22,1,28.0,1,0,0,58147.0,152.0,10,0
1,25,1,30.0,1,0,0,29859.0,152.0,105,0
0,47,1,15.0,0,1,1,20378.0,124.0,242,1
1,41,1,28.0,0,1,1,34813.0,122.0,173,0
0,23,1,21.0,0,0,1,25886.0,152.0,153,0
0,30,1,16.0,0,1,1,2630.0,156.0,114,1
1,46,1,28.0,0,1,1,43328.0,26.0,147,0
1,31,1,46.0,1,0,0,2630.0,152.0,119,0
1,69,1,8.0,0,1,1,72963.0,3.0,288,0
0,53,1,28.0,0,1,1,43862.0,124.0,242,0
0,21,1,28.0,0,0,1,34766.0,26.0,93,0
1,46,1,28.0,1,1,0,36996.0,26.0,187,0
0,52,1,46.0,1,1,0,29950.0,26.0,28,0
1,40,1,15.0,1,1,0,29687.0,124.0,263,0
0,66,1,48.0,0,1,1,2630.0,26.0,108,0
0,54,1,47.0,0,1,0,33358.0,26.0,163,0
1,23,1,39.0,1,0,0,28618.0,152.0,74,0
1,27,1,15.0,1,0,0,2630.0,152.0,223,0
0,33,1,28.0,1,1,0,47746.0,155.0,287,0
1,25,1,6.0,1,1,0,40282.0,124.0,81,0
0,57,1,28.0,0,1,1,36603.0,26.0,246,1
0,58,1,45.0,0,1,0,28047.0,124.0,111,0
0,27,1,33.0,1,0,0,36091.0,152.0,97,0
0,25,1,8.0,1,0,0,37141.0,152.0,293,0
0,65,1,28.0,1,1,0,29091.0,124.0,215,0
0,41,1,10.0,0,2,1,46170.0,26.0,148,0
1,27,1,21.0,1,0,0,47262.0,152.0,116,0
0,52,1,8.0,0,1,1,2630.0,26.0,52,0
1,25,1,6.0,1,0,0,28399.0,152.0,270,0
0,38,1,28.0,0,1,1,48178.0,26.0,117,0
1,23,1,44.0,1,0,0,27508.0,152.0,51,0
0,40,1,0.0,0,2,1,2630.0,26.0,168,1
0,47,1,28.0,0,1,1,45302.0,26.0,229,0
1,51,1,8.0,0,1,1,33400.0,25.0,225,0
0,40,1,41.0,0,1,1,31530.0,124.0,66,0
1,75,1,28.0,1,1,0,64998.0,26.0,141,0
1,54,1,33.0,1,1,0,24269.0,152.0,268,0
0,34,1,29.0,1,1,0,37598.0,152.0,17,0
0,22,1,36.0,0,0,1,36153.0,160.0,136,0
1,24,1,30.0,1,0,0,32119.0,152.0,23,0
0,75,1,50.0,1,1,0,41449.0,8.0,90,0
0,24,1,28.0,0,0,1,39851.0,152.0,160,1
1,43,1,8.0,0,1,1,47666.0,124.0,159,1
0,40,1,37.0,0,1,1,32797.0,124.0,267,0
1,26,1,41.0,1,0,0,41064.0,152.0,272,0
0,23,1,41.0,1,0,0,18834.0,152.0,261,0
0,53,1,50.0,1,1,0,54955.0,124.0,180,0
0,42,1,18.0,0,1,1,39422.0,124.0,165,0
0,70,1,28.0,0,1,1,63447.0,26.0,130,0
1,21,1,41.0,0,0,1,2630.0,152.0,241,0
1,54,1,35.0,1,1,0,28104.0,124.0,84,0
0,59,1,5.0,0,2,1,31509.0,124.0,278,1
1,41,1,50.0,0,1,1,21477.0,124.0,191,0
0,44,1,41.0,0,1,1,38993.0,124.0,10,1
0,75,1,28.0,0,1,1,48594.0,26.0,242,0
1,58,1,48.0,0,1,1,2630.0,124.0,227,0
0,24,1,41.0,1,0,0,36282.0,152.0,26,0
0,28,1,40.0,1,0,0,30005.0,152.0,72,0
0,69,1,8.0,0,1,1,43442.0,124.0,22,0
1,25,1,29.0,1,0,0,27627.0,152.0,131,0
1,46,1,47.0,0,1,1,37566.0,124.0,124,1
0,26,1,3.0,1,0,0,26385.0,152.0,219,0
0,43,1,28.0,0,2,1,41505.0,125.0,73,0
1,22,1,15.0,1,0,0,64892.0,152.0,232,0
0,59,1,37.0,0,1,1,42100.0,26.0,138,0
1,25,1,28.0,1,0,0,64057.0,152.0,276,0
0,40,1,28.0,0,1,1,41452.0,26.0,210,0
0,29,1,9.0,1,0,0,31087.0,152.0,144,0
0,59,1,41.0,0,1,1,34553.0,154.0,121,0
1,31,1,8.0,1,0,0,24007.0,152.0,139,0
1,24,1,14.0,1,0,0,26707.0,152.0,38,0
0,49,1,28.0,0,1,1,40588.0,124.0,198,0
1,71,1,28.0,0,1,1,72963.0,124.0,298,0
1,52,1,30.0,0,1,1,34662.0,124.0,46,1
1,47,1,29.0,0,1,1,38409.0,55.0,109,0
0,29,1,38.0,0,1,1,26465.0,154.0,147,1
1,25,1,41.0,1,0,0,39937.0,152.0,183,0
0,65,1,39.0,0,1,1,28648.0,124.0,257,0
1,28,1,28.0,0,1,1,64456.0,124.0,120,0
1,34,1,10.0,1,1,0,2630.0,160.0,140,0
0,32,1,28.0,0,0,1,28360.0,124.0,184,1
1,55,1,28.0,0,1,1,38997.0,120.0,18,0
1,22,1,45.0,1,0,0,29457.0,152.0,211,0
0,61,1,38.0,0,1,0,37597.0,124.0,118,0
0,42,1,28.0,0,1,1,34734.0,124.0,41,0
1,51,1,0.0,0,1,1,2630.0,148.0,26,0
1,49,1,28.0,0,1,1,25638.0,124.0,152,0
0,66,1,28.0,0,1,1,56581.0,26.0,192,0
0,43,1,43.0,0,1,1,2630.0,124.0,81,1
0,52,1,28.0,0,1,1,44642.0,124.0,208,0
0,43,1,28.0,0,1,1,28245.0,26.0,128,0
1,70,1,28.0,1,1,0,24911.0,124.0,89,0
0,40,1,11.0,1,1,0,2630.0,157.0,37,0
0,34,1,33.0,0,1,1,26428.0,156.0,105,0
1,28,1,46.0,1,0,0,29973.0,152.0,175,0
0,35,1,28.0,1,1,0,30280.0,152.0,25,0
1,49,1,45.0,0,1,1,49606.0,26.0,83,0
0,57,1,28.0,0,2,1,26251.0,26.0,224,0
1,24,1,2.0,0,0,1,30827.0,152.0,104,0
1,24,1,29.0,1,0,0,27093.0,152.0,196,0
